"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"12:13:38.4968041 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wma\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.4972456 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wma\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4976757 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wma\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.4981119 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.wma\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.5046257 AM","netease.exe","3600","RegSetValue","HKCR\.wma\cloudmuic_backup","SUCCESS","Type: REG_SZ, Length: 40, Data: WMP11.AssocFile.WMA"
"12:13:38.5055574 AM","netease.exe","3600","RegSetValue","HKCR\.wma\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.wma"
"12:13:38.5064582 AM","netease.exe","3600","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.wma\Progid","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.wma"
"12:13:38.5081844 AM","netease.exe","3600","RegSetValue","HKLM\SOFTWARE\Clients\Media\cloudmusic\Capabilites\.wma","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.wma"
"12:13:38.5188932 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cue\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.cue"
"12:13:38.5202723 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cue\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.5213269 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cue\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.5226943 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cue\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.5238895 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cue\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
"12:13:38.5245058 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cue\(Default)","SUCCESS","Type: REG_SZ, Length: 30, Data: cloudmusic.cue"
"12:13:38.5249609 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cue\DefaultIcon\(Default)","SUCCESS","Type: REG_SZ, Length: 128, Data: C:\Program Files (x86)\Netease\CloudMusic\resource\format.ico,0"
"12:13:38.5253896 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cue\shell\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.5258180 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cue\shell\open\(Default)","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"12:13:38.5262511 AM","netease.exe","3600","RegSetValue","HKCR\cloudmusic.cue\shell\open\command\(Default)","SUCCESS","Type: REG_SZ, Length: 140, Data: ""C:\Program Files (x86)\Netease\CloudMusic\cloudmusic.exe""--play=""%1"""
